example_id,inbound_text,prior_turns_json,cluster,sentiment,turn_type,gold_intent,gold_escalate,gold_escalate_reason,reply_checklist,pred_intent,pred_confidence,draft_reply,pred_escalate,pred_escalate_reason
185,[USER] Yes that it isn’t compatible with os9. But before I erased it there was a copy in there that worked - not latest but it worked.,"[{""role"": ""user"", ""text"": ""[USER] why can\u2019t I download the last compatible version of an app on an iPad 3?""}, {""role"": ""assistant"", ""text"": ""[USER] Hi. We'll do our best to help. Are you getting an error when you try to download the app?""}]",9,positive,multi_turn,macos_hardware_support,True,High-risk intent: Mac hardware/system failure requires hardware specialist,Request Mac model and macOS release; suggest NVRAM/SMC reset or Safe Mode boot; offer Genius Bar option. Never promise ungrounded facts or ETAs.,,,,,
186,[USER] Display fine on phone and there are around 100 photos not recognised that need importing to MacBook https://t.co/1T7F414bF8,"[{""role"": ""user"", ""text"": ""[USER] when connecting iPhone to Mac it is not recognising new photos for import and sees some old ones as corrupted even though they""}]",9,positive,multi_turn,macos_hardware_support,True,High-risk intent: Mac hardware/system failure requires hardware specialist,Request Mac model and macOS release; suggest NVRAM/SMC reset or Safe Mode boot; offer Genius Bar option. Never promise ungrounded facts or ETAs.,,,,,
187,"[USER] How can I delete this space Occupied by ""System""? They are more than 10GB .... Thanks! https://t.co/VnKsw9QYqe","[{""role"": ""user"", ""text"": ""[USER] [USER] [USER] [USER] [USER] Como puedo eliminar este espacio Ocupado por \u201cSistema\u201d? Son mas de 10GB.... Gracias!""}, {""role"": ""assistant"", ""text"": ""[USER] We offer support via Twitter in English. Get help in Spanish here: https://t.co/IBIY3vMgPj or join https://t.co/OczyRx7IOs""}]",9,positive,multi_turn,conversation_followup_status,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Acknowledge status warmly; confirm if further assistance is needed; sign off courteously. Never promise ungrounded facts or ETAs.,,,,,
188,"Paid over $1,400 for a MacBook Pro and it doesn't even have a SINGLE USB port. 🤦🏻‍♀️ wtf [USER] https://t.co/RwxlCYMIRu",[],9,negative,single_turn,macos_hardware_support,True,High-risk intent: Mac hardware/system failure requires hardware specialist,Express professional empathy/apology for frustration; Request Mac model and macOS release; suggest NVRAM/SMC reset or Safe Mode boot; offer Genius Bar option. Never promise ungrounded facts or ETAs.,,,,,
189,Confirmed that FileVault is causing my MacBook Pro running High Sierra to crash when the lid is closed.  [USER],[],9,negative,single_turn,macos_hardware_support,True,High-risk intent: Mac hardware/system failure requires hardware specialist,Express professional empathy/apology for frustration; Request Mac model and macOS release; suggest NVRAM/SMC reset or Safe Mode boot; offer Genius Bar option. Never promise ungrounded facts or ETAs.,,,,,
190,"1 of these keyboards still fully functions: the ancient one. Not cool, [USER]. [USER] Requesting replacement for newest broken 1. https://t.co/iO4iEq2evJ",[],9,negative,single_turn,macos_hardware_support,True,High-risk intent: Mac hardware/system failure requires hardware specialist,Express professional empathy/apology for frustration; Request Mac model and macOS release; suggest NVRAM/SMC reset or Safe Mode boot; offer Genius Bar option. Never promise ungrounded facts or ETAs.,,,,,
191,"[USER] Hi , Photos on Laptop keeps shutting itself down every time I try and upload photos on my laptop?? Why ?",[],9,neutral,single_turn,macos_hardware_support,True,High-risk intent: Mac hardware/system failure requires hardware specialist,Request Mac model and macOS release; suggest NVRAM/SMC reset or Safe Mode boot; offer Genius Bar option. Never promise ungrounded facts or ETAs.,,,,,
192,Any techie ICT people? My #MacBookPro won’t turn on. How can I back it up before sending it off for repair? [USER] #AppleSupport,[],9,neutral,single_turn,macos_hardware_support,True,High-risk intent: Mac hardware/system failure requires hardware specialist,Request Mac model and macOS release; suggest NVRAM/SMC reset or Safe Mode boot; offer Genius Bar option. Never promise ungrounded facts or ETAs.,,,,,
193,[USER] imessage on my macbook pro is not delivering/receiving messages,[],9,neutral,single_turn,macos_hardware_support,True,High-risk intent: Mac hardware/system failure requires hardware specialist,Request Mac model and macOS release; suggest NVRAM/SMC reset or Safe Mode boot; offer Genius Bar option. Never promise ungrounded facts or ETAs.,,,,,
194,[USER] After upgrading to High Sierra the APFS format has issues. You can’t save files directly or live when opening with an editor.,[],9,positive,single_turn,macos_hardware_support,True,High-risk intent: Mac hardware/system failure requires hardware specialist,Request Mac model and macOS release; suggest NVRAM/SMC reset or Safe Mode boot; offer Genius Bar option. Never promise ungrounded facts or ETAs.,,,,,
195,[USER] please help i have a problem w my mac air cooler in shanghai china.. i dont want it repaired over 3 days as im a student and need it,[],9,positive,single_turn,macos_hardware_support,True,High-risk intent: Mac hardware/system failure requires hardware specialist,Request Mac model and macOS release; suggest NVRAM/SMC reset or Safe Mode boot; offer Genius Bar option. Never promise ungrounded facts or ETAs.,,,,,
196,[USER] hello I️ fell asleep talking to one of your advisors “Michael” last night while my MacBook was still updating. Let him know that I’m sorry and my computer works now and thank you!!!,[],9,positive,single_turn,keyboard_text_glitch,False,Routine inquiry: standard troubleshooting or known self-service workaround available,Direct customer to Text Replacement workaround in Settings or latest iOS patch; do not blame customer. Never promise ungrounded facts or ETAs.,,,,,
